S.No,Name,Date,Rating,Title,Review,Language,Translated_Review,Final_Review,cleaned_review,word_tokens,sent_tokens,filtered_tokens,lemmatized_tokens,normalized_review
81,Sneha T. 🇮🇳,Published date18/02/25,5,THE BEST CLEANSER FOR OILY AND ACNE PRONE SKIN,The best cleanser for oily and acne prone skin. I have been using this cleanser for past one year and I habe seen such an amazing change in my skin. MUST HAVE FOR OILY AND ACNE PRONE SKIN.,en,The best cleanser for oily and acne prone skin. I have been using this cleanser for past one year and I habe seen such an amazing change in my skin. MUST HAVE FOR OILY AND ACNE PRONE SKIN.,The best cleanser for oily and acne prone skin. I have been using this cleanser for past one year and I habe seen such an amazing change in my skin. MUST HAVE FOR OILY AND ACNE PRONE SKIN.,the best cleanser for oily and acne prone skin. i have been using this cleanser for past one year and i habe seen such an amazing change in my skin. must have for oily and acne prone skin.,"['the', 'best', 'cleanser', 'for', 'oily', 'and', 'acne', 'prone', 'skin', '.', 'i', 'have', 'been', 'using', 'this', 'cleanser', 'for', 'past', 'one', 'year', 'and', 'i', 'habe', 'seen', 'such', 'an', 'amazing', 'change', 'in', 'my', 'skin', '.', 'must', 'have', 'for', 'oily', 'and', 'acne', 'prone', 'skin', '.']","['the best cleanser for oily and acne prone skin.', 'i have been using this cleanser for past one year and i habe seen such an amazing change in my skin.', 'must have for oily and acne prone skin.']","['best', 'cleanser', 'oily', 'acne', 'prone', 'skin', 'cleanser', 'past', 'year', 'habe', 'seen', 'amazing', 'change', 'skin', 'oily', 'acne', 'prone', 'skin']","['good', 'cleanser', 'oily', 'acne', 'prone', 'skin', 'cleanser', 'past', 'year', 'habe', 'see', 'amazing', 'change', 'skin', 'oily', 'acne', 'prone', 'skin']",good cleanser oily acne prone skin cleanser past year habe see amazing change skin oily acne prone skin
82,Raghav S. 🇮🇳,Published date07/02/25,5,Best at its price,"My friend suggested this cleanser, i have been using it since approximately 1 and a half year now and I appreciate how they are transparent with their ingredients being used and authenticity with the quality of the product. In short, it is a product a person with oily skin should have",en,"My friend suggested this cleanser, i have been using it since approximately 1 and a half year now and I appreciate how they are transparent with their ingredients being used and authenticity with the quality of the product. In short, it is a product a person with oily skin should have","My friend suggested this cleanser, i have been using it since approximately 1 and a half year now and I appreciate how they are transparent with their ingredients being used and authenticity with the quality of the product. In short, it is a product a person with oily skin should have","my friend suggested this cleanser, i have been using it since approximately 1 and a half year now and i appreciate how they are transparent with their ingredients being used and authenticity with the quality of the product. in short, it is a product a person with oily skin should have","['my', 'friend', 'suggested', 'this', 'cleanser', ',', 'i', 'have', 'been', 'using', 'it', 'since', 'approximately', '1', 'and', 'a', 'half', 'year', 'now', 'and', 'i', 'appreciate', 'how', 'they', 'are', 'transparent', 'with', 'their', 'ingredients', 'being', 'used', 'and', 'authenticity', 'with', 'the', 'quality', 'of', 'the', 'product', '.', 'in', 'short', ',', 'it', 'is', 'a', 'product', 'a', 'person', 'with', 'oily', 'skin', 'should', 'have']","['my friend suggested this cleanser, i have been using it since approximately 1 and a half year now and i appreciate how they are transparent with their ingredients being used and authenticity with the quality of the product.', 'in short, it is a product a person with oily skin should have']","['friend', 'suggested', 'cleanser', 'approximately', 'half', 'year', 'appreciate', 'transparent', 'ingredients', 'authenticity', 'quality', 'product', 'short', 'product', 'person', 'oily', 'skin']","['friend', 'suggest', 'cleanser', 'approximately', 'half', 'year', 'appreciate', 'transparent', 'ingredient', 'authenticity', 'quality', 'product', 'short', 'product', 'person', 'oily', 'skin']",friend suggest cleanser approximately half year appreciate transparent ingredient authenticity quality product short product person oily skin
83,Aron B. 🇮🇳,Published date18/04/25,1,Waste of money,Just waste of money,en,Just waste of money,Just waste of money,just waste of money,"['just', 'waste', 'of', 'money']",['just waste of money'],"['waste', 'money']","['waste', 'money']",waste money
84,Khan S. 🇮🇳,Published date25/02/25,3,Salicylic acid + LHA,"Great for acne and oily skin, it helps clear pores and reduce breakouts. However, it can be harsh if overused, so it’s important to use it properly and follow up with a moisturizer to prevent dryness or irritation.",en,"Great for acne and oily skin, it helps clear pores and reduce breakouts. However, it can be harsh if overused, so it’s important to use it properly and follow up with a moisturizer to prevent dryness or irritation.","Great for acne and oily skin, it helps clear pores and reduce breakouts. However, it can be harsh if overused, so it’s important to use it properly and follow up with a moisturizer to prevent dryness or irritation.","great for acne and oily skin, it helps clear pores and reduce breakouts. however, it can be harsh if overused, so it s important to use it properly and follow up with a moisturizer to prevent dryness or irritation.","['great', 'for', 'acne', 'and', 'oily', 'skin', ',', 'it', 'helps', 'clear', 'pores', 'and', 'reduce', 'breakouts', '.', 'however', ',', 'it', 'can', 'be', 'harsh', 'if', 'overused', ',', 'so', 'it', 's', 'important', 'to', 'use', 'it', 'properly', 'and', 'follow', 'up', 'with', 'a', 'moisturizer', 'to', 'prevent', 'dryness', 'or', 'irritation', '.']","['great for acne and oily skin, it helps clear pores and reduce breakouts.', 'however, it can be harsh if overused, so it s important to use it properly and follow up with a moisturizer to prevent dryness or irritation.']","['great', 'acne', 'oily', 'skin', 'helps', 'clear', 'pores', 'reduce', 'breakouts', 'harsh', 'overused', 's', 'important', 'use', 'properly', 'follow', 'moisturizer', 'prevent', 'dryness', 'irritation']","['great', 'acne', 'oily', 'skin', 'help', 'clear', 'pore', 'reduce', 'breakout', 'harsh', 'overuse', 's', 'important', 'use', 'properly', 'follow', 'moisturizer', 'prevent', 'dryness', 'irritation']",great acne oily skin help clear pore reduce breakout harsh overuse s important use properly follow moisturizer prevent dryness irritation
85,Merlin p. 🇮🇳,Published date04/04/25,5,Good,It controls excess sebum filament,en,It controls excess sebum filament,It controls excess sebum filament,it controls excess sebum filament,"['it', 'controls', 'excess', 'sebum', 'filament']",['it controls excess sebum filament'],"['controls', 'excess', 'sebum', 'filament']","['control', 'excess', 'sebum', 'filament']",control excess sebum filament
86,Shubham M. 🇮🇳,Published date25/04/25,5,Cleanser,Best,en,Best,Best,best,['best'],['best'],['best'],['well'],well
87,Navadeep k. 🇮🇳,Published date22/02/25,5,Appearence,The product are good on minimalist I using the minimalist face wash and serum . While I compare my old photo and now it is too different,en,The product are good on minimalist I using the minimalist face wash and serum . While I compare my old photo and now it is too different,The product are good on minimalist I using the minimalist face wash and serum . While I compare my old photo and now it is too different,the product are good on minimalist i using the minimalist face wash and serum . while i compare my old photo and now it is too different,"['the', 'product', 'are', 'good', 'on', 'minimalist', 'i', 'using', 'the', 'minimalist', 'face', 'wash', 'and', 'serum', '.', 'while', 'i', 'compare', 'my', 'old', 'photo', 'and', 'now', 'it', 'is', 'too', 'different']","['the product are good on minimalist i using the minimalist face wash and serum .', 'while i compare my old photo and now it is too different']","['product', 'good', 'minimalist', 'minimalist', 'face', 'wash', 'serum', 'compare', 'old', 'photo', 'different']","['product', 'good', 'minimalist', 'minimalist', 'face', 'wash', 'serum', 'compare', 'old', 'photo', 'different']",product good minimalist minimalist face wash serum compare old photo different
88,Ketan H. 🇮🇳,Published date18/03/25,5,face cleanser,Minimalist 2% salicylic acid cleaner is good for acne prone skin.,en,Minimalist 2% salicylic acid cleaner is good for acne prone skin.,Minimalist 2% salicylic acid cleaner is good for acne prone skin.,minimalist 2 salicylic acid cleaner is good for acne prone skin.,"['minimalist', '2', 'salicylic', 'acid', 'cleaner', 'is', 'good', 'for', 'acne', 'prone', 'skin', '.']",['minimalist 2 salicylic acid cleaner is good for acne prone skin.'],"['minimalist', 'salicylic', 'acid', 'cleaner', 'good', 'acne', 'prone', 'skin']","['minimalist', 'salicylic', 'acid', 'clean', 'good', 'acne', 'prone', 'skin']",minimalist salicylic acid clean good acne prone skin
89,Pranav R. 🇮🇳,Published date17/03/25,5,Perfect,This works wonders use it twice a day you'll see results yourself.,en,This works wonders use it twice a day you'll see results yourself.,This works wonders use it twice a day you'll see results yourself.,this works wonders use it twice a day you'll see results yourself.,"['this', 'works', 'wonders', 'use', 'it', 'twice', 'a', 'day', 'you', ""'ll"", 'see', 'results', 'yourself', '.']","[""this works wonders use it twice a day you'll see results yourself.""]","['works', 'wonders', 'use', 'twice', 'day', 'results']","['works', 'wonder', 'use', 'twice', 'day', 'result']",works wonder use twice day result
90,Sachit M. 🇮🇳,Published date28/02/25,4,Great Product,"I Had severe Acne before using this cleanser and after using it the skin just becomes softer,smoother and it also prevents acne majorly. 
Keep it up minimalist📈",en,"I Had severe Acne before using this cleanser and after using it the skin just becomes softer,smoother and it also prevents acne majorly. 
Keep it up minimalist📈","I Had severe Acne before using this cleanser and after using it the skin just becomes softer,smoother and it also prevents acne majorly. 
Keep it up minimalist📈","i had severe acne before using this cleanser and after using it the skin just becomes softer,smoother and it also prevents acne majorly. keep it up minimalist","['i', 'had', 'severe', 'acne', 'before', 'using', 'this', 'cleanser', 'and', 'after', 'using', 'it', 'the', 'skin', 'just', 'becomes', 'softer', ',', 'smoother', 'and', 'it', 'also', 'prevents', 'acne', 'majorly', '.', 'keep', 'it', 'up', 'minimalist']","['i had severe acne before using this cleanser and after using it the skin just becomes softer,smoother and it also prevents acne majorly.', 'keep it up minimalist']","['severe', 'acne', 'cleanser', 'skin', 'softer', 'smoother', 'prevents', 'acne', 'majorly', 'minimalist']","['severe', 'acne', 'cleanser', 'skin', 'soft', 'smoother', 'prevent', 'acne', 'majorly', 'minimalist']",severe acne cleanser skin soft smoother prevent acne majorly minimalist
92,Avi G. 🇮🇳,Published date21/02/25,5,best for oily face,"I've been using the Minimalist Salicylic Acid + LHA 2% Cleanser for a while now, and it has truly transformed my oily skin. This cleanser effectively removes excess oil and dirt without over-drying, thanks to the combination of 2% Salicylic Acid and LHA (Lipo-Hydroxy Acid). It deeply cleanses pores,...",en,"I've been using the Minimalist Salicylic Acid + LHA 2% Cleanser for a while now, and it has truly transformed my oily skin. This cleanser effectively removes excess oil and dirt without over-drying, thanks to the combination of 2% Salicylic Acid and LHA (Lipo-Hydroxy Acid). It deeply cleanses pores,...","I've been using the Minimalist Salicylic Acid + LHA 2% Cleanser for a while now, and it has truly transformed my oily skin. This cleanser effectively removes excess oil and dirt without over-drying, thanks to the combination of 2% Salicylic Acid and LHA (Lipo-Hydroxy Acid). It deeply cleanses pores,...","i've been using the minimalist salicylic acid lha 2 cleanser for a while now, and it has truly transformed my oily skin. this cleanser effectively removes excess oil and dirt without over drying, thanks to the combination of 2 salicylic acid and lha lipo hydroxy acid . it deeply cleanses pores,...","['i', ""'ve"", 'been', 'using', 'the', 'minimalist', 'salicylic', 'acid', 'lha', '2', 'cleanser', 'for', 'a', 'while', 'now', ',', 'and', 'it', 'has', 'truly', 'transformed', 'my', 'oily', 'skin', '.', 'this', 'cleanser', 'effectively', 'removes', 'excess', 'oil', 'and', 'dirt', 'without', 'over', 'drying', ',', 'thanks', 'to', 'the', 'combination', 'of', '2', 'salicylic', 'acid', 'and', 'lha', 'lipo', 'hydroxy', 'acid', '.', 'it', 'deeply', 'cleanses', 'pores', ',', '...']","[""i've been using the minimalist salicylic acid lha 2 cleanser for a while now, and it has truly transformed my oily skin."", 'this cleanser effectively removes excess oil and dirt without over drying, thanks to the combination of 2 salicylic acid and lha lipo hydroxy acid .', 'it deeply cleanses pores,...']","['minimalist', 'salicylic', 'acid', 'lha', 'cleanser', 'truly', 'transformed', 'oily', 'skin', 'cleanser', 'effectively', 'removes', 'excess', 'oil', 'dirt', 'drying', 'thanks', 'combination', 'salicylic', 'acid', 'lha', 'lipo', 'hydroxy', 'acid', 'deeply', 'cleanses', 'pores']","['minimalist', 'salicylic', 'acid', 'lha', 'cleanser', 'truly', 'transform', 'oily', 'skin', 'cleanser', 'effectively', 'remove', 'excess', 'oil', 'dirt', 'dry', 'thank', 'combination', 'salicylic', 'acid', 'lha', 'lipo', 'hydroxy', 'acid', 'deeply', 'cleanse', 'pore']",minimalist salicylic acid lha cleanser truly transform oily skin cleanser effectively remove excess oil dirt dry thank combination salicylic acid lha lipo hydroxy acid deeply cleanse pore
